chart_date,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
1960,0.5786717109107776,0.4817659320483371,182693.58012986698,0.45598370722145554,0.11356841356984888,0.23020433621785216,-11.804750545259093,0.06098643037581207,116.28220932221764,0.5575934085326057
1970,0.38023807535293563,0.5126555612298069,262712.30741065176,0.544370774770363,0.12033228414542144,0.23195953823672438,-11.499452379730323,0.06269195689857847,120.37879808830489,0.5733301785664106
1980,0.23803141857936985,0.5748750661333365,261573.02542653162,0.6105120888586432,0.09483884282710503,0.20658441752695098,-11.271716027846491,0.06179845464509519,121.38921023656515,0.5877579000181645
1990,0.243290906782513,0.5797569867387442,251352.38540658998,0.6108355003041592,0.06470698746633649,0.21120910501006057,-9.898876143531094,0.08665139838354016,117.3761485542022,0.5271791657969002
2000,0.22269468188950214,0.5704988184297202,239529.8859484524,0.6719074193485576,0.041039256383108104,0.20825301184223433,-7.033619874912082,0.10038033824018847,119.87940949583711,0.5081022443290268
2010,0.2322319549926975,0.5776483183023247,235306.66966755642,0.6559711176247089,0.04293924977115874,0.19500201398420347,-7.050341277783123,0.0947589126988587,120.89920298096649,0.4789427753688608
